date,ALTM_hPa,temp,DEW_C,rh,wd,ws,nsec,lat,lon,altinmeters,nsec.licor,co2_ppm,h2o_ppm,ch4_ppb,ch4_ppm,latitude2,longitude2,stability_class,A,B,C,D,x_hat,y_hat,x_rel_dist,y_rel_dist,x_rel_dist2,y_rel_dist2,q,co2_rolling_average,ch4_ppb_ewm,q_rolling_avg,sigma_y,y1,y2,erf_diff,,
20/06/2024 21:00,1017.3,14,8,66,130,2,3927906000,52.42,0.57,10,3927906000,2.647732417,11416.43785,2162.11683,-1976.360096,52.237111,0.144343,4,21,0.75,6,0.54,[-0.76604444  0.64278761],[-0.64278761 -0.76604444],-604.0822944,769.528963,66.9583494,765.3374358,(-548306511939239.1+0j),480.9094064,2169.208712,98884434848,4.07798606,176.0555273,89.35748924,1.00E-10,978.3098912,768.2609005
20/06/2024 22:00,1016.6,12,8,75,0,0,3927909600,52.42,0.57,10,3927909600,3.185829444,11359.84486,2067.632941,-1976.45458,52.237111,0.144343,3,32,0.81,8,0.72,[-0. -1.],[ 1. -0.],977.79,-31.88979789,543.2424924,-543.2424924,0j,481.4886481,2153.58167,83671444871,64.04691243,2.408034941,-3.112190426,1.999328751,978.3098912,768.2609005
20/06/2024 23:00,1016.6,10,7,82,0,0,3927913200,52.42,0.57,10,3927913200,6.233424525,12264.98432,2045.421158,-1976.476791,52.237111,0.144343,3,32,0.81,8,0.72,[-0. -1.],[ 1. -0.],977.79,-31.88979789,543.2424924,-543.2424924,0j,482.621998,2136.941591,70798914891,64.04691243,2.408034941,-3.112190426,1.999328751,978.3098912,768.2609005
21/06/2024 00:00,1016.3,9,6,84,0,0,3927916800,52.42,0.57,10,3927916800,6.797566439,12680.91798,2039.26721,-1976.482945,52.237111,0.144343,3,32,0.81,8,0.72,[-0. -1.],[ 1. -0.],977.79,-31.88979789,543.2424924,-543.2424924,0j,483.8579192,2121.914763,59906774139,64.04691243,2.408034941,-3.112190426,1.999328751,978.3098912,768.2609005
21/06/2024 01:00,1015.6,8,6,87,0,0,3927920400,52.42,0.57,10,3927920400,9.925206372,12584.29993,2049.756252,-1976.472456,52.237111,0.144343,3,32,0.81,8,0.72,[-0. -1.],[ 1. -0.],977.79,-31.88979789,543.2424924,-543.2424924,0j,485.6625022,2110.813454,50690347348,64.04691243,2.408034941,-3.112190426,1.999328751,978.3098912,768.2609005
21/06/2024 02:00,8,6,88,0,360,9,3927924000,52.42,0.57,10,3927924000,14.18296828,12329.67327,2065.298465,-1976.456914,52.237111,0.144343,5,14,0.68,4,0.36,[ 2.4492936e-16 -1.0000000e+00],[1.0000000e+00 2.4492936e-16],977.79,-31.88979789,543.2424924,-543.2424924,(-456107.4854361001+0j),488.2412237,2103.811148,42891832375,31.86623346,4.839831578,-6.255090923,2,978.3098912,768.2609005
21/06/2024 03:00,7,6,90,0,360,6,3927927600,52.42,0.57,10,3927927600,16.79199591,12159.38354,2128.879193,-1976.393333,52.237111,0.144343,5,14,0.68,4,0.36,[ 2.4492936e-16 -1.0000000e+00],[1.0000000e+00 2.4492936e-16],977.79,-31.88979789,543.2424924,-543.2424924,(-304061.8850452501+0j),491.2943138,2107.66777,36293088936,31.86623346,4.839831578,-6.255090923,2,978.3098912,768.2609005
21/06/2024 04:00,9,8,88,0,360,9,3927931200,52.42,0.57,10,3927931200,18.12865835,11933.6814,2195.088678,-1976.327124,52.237111,0.144343,5,14,0.68,4,0.36,[ 2.4492936e-16 -1.0000000e+00],[1.0000000e+00 2.4492936e-16],977.79,-31.88979789,543.2424924,-543.2424924,(-456077.5636672968+0j),494.5904335,2121.117141,30709536800,31.86623346,4.839831578,-6.255090923,2,978.3098912,768.2609005
21/06/2024 05:00,13,10,83,0,360,10,3927934800,52.42,0.57,10,3927934800,35.61386581,11794.8225,2529.557548,-1975.992655,52.237111,0.144343,5,14,0.68,4,0.36,[ 2.4492936e-16 -1.0000000e+00],[1.0000000e+00 2.4492936e-16],977.79,-31.88979789,543.2424924,-543.2424924,(-506667.172651539+0j),501.0656819,2183.954126,25984992698,31.86623346,4.839831578,-6.255090923,2,978.3098912,768.2609005
21/06/2024 06:00,17,10,66,0,360,10,3927938400,52.42,0.57,10,3927938400,31.85508758,12018.52712,2394.632808,-1976.12758,52.237111,0.144343,2,61,0.91,12,1.1,[ 2.4492936e-16 -1.0000000e+00],[1.0000000e+00 2.4492936e-16],977.79,-31.88979789,543.2424924,-543.2424924,(-1544782.2478038403+0j),506.857516,2216.366231,21987301564,96.87274485,1.592059802,-2.057608546,1.97203144,978.3098912,768.2609005
21/06/2024 07:00,18,10,59,210,2,10,3927942000,52.42,0.57,10,3927942000,-0.207945519,12564.32807,2140.844685,-1976.381368,52.237111,0.144343,2,61,0.91,12,1.1,[-0.0348995  -0.99939083],[ 0.99939083 -0.0348995 ],978.3072946,2.254007395,561.8704534,-523.9526742,(-1539331.2827819884+0j),506.8197077,2204.747532,18604639805,96.91916478,1.840405039,-1.807515281,1.980169566,978.3098912,768.2609005
21/06/2024 08:00,20,9,50,200,3,10,3927945600,52.42,0.57,10,3927945600,-9.411550953,13101.48546,2083.444831,-1976.438768,52.237111,0.144343,2,61,0.91,12,1.1,[-0.05233596 -0.99862953],[ 0.99862953 -0.05233596],978.1189559,19.32748063,570.9291128,-514.0668822,(-1541383.5613543885+0j),505.1085166,2186.085578,15742387540,96.90226431,1.965313084,-1.68324346,1.977262826,978.3098912,768.2609005
21/06/2024 09:00,,,,,,,3927949200,,,,3927949200,-14.80115676,12748.92151,2068.081345,-1976.454131,52.237111,0.144343,2,61,0.91,12,1.1,[nan nan],[nan nan],,,,,,502.4173972,2167.931081,,,,,,0,0
21/06/2024 10:00,21,8,42.5,86.5,4,10,3927952800,52.42,0.57,10,3927952800,-23.7685528,11060.29237,2027.789635,-1976.494423,52.237111,0.144343,2,61,0.91,12,1.1,[-0.06975647 -0.99756405],[ 0.99756405 -0.06975647],977.6326726,36.39506652,579.8138617,-504.0245004,(-1546871.313174664+0j),498.0958422,2146.370858,12958019683,96.85862642,2.090798735,-1.5594016,1.969460701,978.3098912,768.2609005
21/06/2024 11:00,24,9,39,230,4,10,3927956400,52.42,0.57,10,3927956400,-24.30098619,11430.29154,2024.283626,-1976.497929,52.237111,0.144343,2,61,0.91,12,1.1,[-0.06975647 -0.99756405],[ 0.99756405 -0.06975647],977.6326726,36.39506652,579.8138617,-504.0245004,(-1546874.0543520604+0j),493.677481,2127.588207,10964478199,96.85862642,2.090798735,-1.5594016,1.969460701,978.3098912,768.2609005
21/06/2024 12:00,24,9,39,210,4,10,3927960000,52.42,0.57,10,3927960000,-18.23745038,11420.1177,2044.781965,-1976.477431,52.237111,0.144343,2,61,0.91,12,1.1,[-0.06975647 -0.99756405],[ 0.99756405 -0.06975647],977.6326726,36.39506652,579.8138617,-504.0245004,(-1546858.0277027271+0j),490.361581,2114.848785,9277635407,96.85862642,2.090798735,-1.5594016,1.969460701,978.3098912,768.2609005
21/06/2024 13:00,24,9,38,240,5,10,3927963600,52.42,0.57,10,3927963600,-16.2879013,10340.44676,2030.756883,-1976.491456,52.237111,0.144343,2,61,0.91,12,1.1,[-0.08715574 -0.9961947 ],[ 0.9961947  -0.08715574],976.8485929,53.45156612,588.5219937,-493.8285878,(-1556441.0489978432+0j),487.4001444,2101.91157,7850306890,96.78826027,2.216928578,-1.435925494,1.955997794,978.3098912,768.2609005
21/06/2024 14:00,1009.8,24,8,37,230,4,3927967200,52.42,0.57,10,3927967200,-15.16009335,10561.5052,2023.508881,-1976.498704,52.237111,0.144343,1,98,0.98,18,1.8,[0.76604444 0.64278761],[-0.64278761  0.76604444],-652.9402993,-728.5322291,-765.3374358,-66.9583494,,484.6437638,2089.849618,,,,,,978.3098912,768.2609005
21/06/2024 15:00,1009.2,24,9,39,240,5,3927970800,52.42,0.57,10,3927970800,-12.52072816,10863.28023,2031.382148,-1976.49083,52.237111,0.144343,1,98,0.98,18,1.8,[0.8660254 0.5      ],[-0.5        0.8660254],-516.5123751,-830.8460806,-742.0830451,-198.8405526,,482.3672677,2080.854622,,,,,,978.3098912,768.2609005
21/06/2024 16:00,1008.5,24,9,37,220,5,3927974400,52.42,0.57,10,3927974400,-11.81767628,10648.31865,2022.834319,-1976.499378,52.237111,0.144343,1,98,0.98,18,1.8,[0.64278761 0.76604444],[-0.76604444  0.64278761],-769.528963,-604.0822944,-765.3374358,66.9583494,,480.2185993,2071.928422,,,,,,978.3098912,768.2609005
21/06/2024 17:00,1008.1,24,9,39,240,5,3927978000,52.42,0.57,10,3927978000,-10.5046349,10963.35267,2023.598287,-1976.498614,52.237111,0.144343,1,98,0.98,18,1.8,[0.8660254 0.5      ],[-0.5        0.8660254],-516.5123751,-830.8460806,-742.0830451,-198.8405526,,478.3086657,2064.493016,,,,,,978.3098912,768.2609005
21/06/2024 18:00,1008.1,23,10,43,240,4,3927981600,52.42,0.57,10,3927981600,-8.58435122,10976.56931,2025.505991,-1976.496706,52.237111,0.144343,1,98,0.98,18,1.8,[0.8660254 0.5      ],[-0.5        0.8660254],-516.5123751,-830.8460806,-742.0830451,-198.8405526,,476.7478746,2058.495012,,,,,,978.3098912,768.2609005
21/06/2024 19:00,1008.1,20,9,51,240,5,3927985200,52.42,0.57,10,3927985200,-7.20169111,11271.11884,2025.481913,-1976.496731,52.237111,0.144343,4,21,0.75,6,0.54,[0.8660254 0.5      ],[-0.5        0.8660254],-516.5123751,-830.8460806,-742.0830451,-198.8405526,,475.4384762,2053.416074,,,,,,978.3098912,768.2609005
21/06/2024 20:00,1009.2,18,9,54,230,5,3927988800,52.42,0.57,10,3927988800,-5.045755661,11282.25802,2013.691079,-1976.508521,52.237111,0.144343,4,21,0.75,6,0.54,[0.76604444 0.64278761],[-0.64278761  0.76604444],-652.9402993,-728.5322291,-765.3374358,-66.9583494,,474.5210661,2047.304536,,,,,,978.3098912,768.2609005
21/06/2024 21:00,1009.5,17,9,61,240,5,3927992400,52.42,0.57,10,3927992400,-2.186656485,11612.28001,2008.239358,-1976.513973,52.237111,0.144343,4,21,0.75,6,0.54,[0.8660254 0.5      ],[-0.5        0.8660254],-516.5123751,-830.8460806,-742.0830451,-198.8405526,,474.1234922,2041.294509,,,,,,978.3098912,768.2609005
21/06/2024 22:00,1009.5,16,10,66,230,5,3927996000,52.42,0.57,10,3927996000,-0.085712678,11956.2174,2001.248585,-1976.520964,52.237111,0.144343,4,21,0.75,6,0.54,[0.76604444 0.64278761],[-0.64278761  0.76604444],-652.9402993,-728.5322291,-765.3374358,-66.9583494,,474.107908,2035.133597,,,,,,978.3098912,768.2609005
21/06/2024 23:00,1009.5,16,10,70,240,4,3927999600,52.42,0.57,10,3927999600,3.378422413,12215.84613,2002.180845,-1976.520032,52.237111,0.144343,4,21,0.75,6,0.54,[0.8660254 0.5      ],[-0.5        0.8660254],-516.5123751,-830.8460806,-742.0830451,-198.8405526,,474.7221667,2030.063943,,,,,,978.3098912,768.2609005
22/06/2024 00:00,1009.8,16,11,74,230,4,3928003200,52.42,0.57,10,3928003200,7.016447093,12629.45042,2003.915952,-1976.518297,52.237111,0.144343,4,21,0.75,6,0.54,[0.76604444 0.64278761],[-0.64278761  0.76604444],-652.9402993,-728.5322291,-765.3374358,-66.9583494,,475.9978843,2026.041175,,,,,,978.3098912,768.2609005
22/06/2024 01:00,1009.5,14,10,79,230,5,3928006800,52.42,0.57,10,3928006800,7.751503409,12483.60873,1996.523929,-1976.525689,52.237111,0.144343,4,21,0.75,6,0.54,[0.76604444 0.64278761],[-0.64278761  0.76604444],-652.9402993,-728.5322291,-765.3374358,-66.9583494,,477.4072486,2021.50006,,,,,,978.3098912,768.2609005
22/06/2024 02:00,1009.5,14,10,76,220,4,3928010400,52.42,0.57,10,3928010400,9.702823559,12429.04077,2000.535178,-1976.521677,52.237111,0.144343,4,21,0.75,6,0.54,[0.64278761 0.76604444],[-0.76604444  0.64278761],-769.528963,-604.0822944,-765.3374358,66.9583494,,479.1713983,2018.274694,,,,,,978.3098912,768.2609005
22/06/2024 03:00,1009.5,15,11,77,220,4,3928014000,52.42,0.57,10,3928014000,10.65678174,12708.5463,2006.707087,-1976.515505,52.237111,0.144343,4,21,0.75,6,0.54,[0.64278761 0.76604444],[-0.76604444  0.64278761],-769.528963,-604.0822944,-765.3374358,66.9583494,,481.108995,2016.495062,,,,,,978.3098912,768.2609005
22/06/2024 04:00,1009.5,14,10,79,220,3,3928017600,52.42,0.57,10,3928017600,11.72548386,12953.25676,2010.542829,-1976.51167,52.237111,0.144343,4,21,0.75,6,0.54,[0.64278761 0.76604444],[-0.76604444  0.64278761],-769.528963,-604.0822944,-765.3374358,66.9583494,,483.2409011,2015.579334,,,,,,978.3098912,768.2609005
22/06/2024 05:00,1009.8,16,13,79,210,5,3928021200,52.42,0.57,10,3928021200,9.449984246,13630.7995,2009.705277,-1976.512507,52.237111,0.144343,4,21,0.75,6,0.54,[0.5       0.8660254],[-0.8660254  0.5      ],-862.7358785,-461.2776249,-742.0830451,198.8405526,,484.9590801,2014.675633,,,,,,978.3098912,768.2609005
22/06/2024 06:00,1010.2,17,12,75,230,5,3928024800,52.42,0.57,10,3928024800,4.513348947,14004.87167,2009.386053,-1976.512826,52.237111,0.144343,1,98,0.98,18,1.8,[0.76604444 0.64278761],[-0.64278761  0.76604444],-652.9402993,-728.5322291,-765.3374358,-66.9583494,,485.779689,2013.861851,,,,,,978.3098912,768.2609005
22/06/2024 07:00,1010.2,18,13,72,270,6,3928028400,52.42,0.57,10,3928028400,-1.336293974,14409.38201,2001.712766,-1976.5205,52.237111,0.144343,2,61,0.91,12,1.1,[1.0000000e+00 1.8369702e-16],[-1.8369702e-16  1.0000000e+00],-31.88979789,-977.79,-543.2424924,-543.2424924,,485.5367264,2011.992761,,,,,,978.3098912,768.2609005
22/06/2024 08:00,1010.5,19,13,72,250,5,3928032000,52.42,0.57,10,3928032000,-5.682906747,14316.58888,1991.989183,-1976.530223,52.237111,0.144343,1,98,0.98,18,1.8,[0.93969262 0.34202014],[-0.34202014  0.93969262],-364.3904837,-907.9150944,-696.2808366,-324.6810863,,484.5034707,2008.915288,,,,,,978.3098912,768.2609005
22/06/2024 09:00,1010.8,19,13,68,260,4,3928035600,52.42,0.57,10,3928035600,-5.25538917,14105.92148,1991.405112,-1976.530807,52.237111,0.144343,1,98,0.98,18,1.8,[0.98480775 0.17364818],[-0.17364818  0.98480775],-201.1967718,-957.3975675,-629.3224872,-440.6563495,,483.5479454,2006.221415,,,,,,978.3098912,768.2609005
22/06/2024 10:00,1010.8,20,13,64,310,3,3928039200,52.42,0.57,10,3928039200,-3.818096012,14042.95965,1995.473634,-1976.526739,52.237111,0.144343,1,98,0.98,18,1.8,[ 0.76604444 -0.64278761],[0.64278761 0.76604444],604.0822944,-769.528963,-66.9583494,-765.3374358,(-13605068276558.514+0j),482.8537461,2004.56791,1388267876,96.23691245,-3.817271808,-7.491053329,6.72E-08,978.3098912,768.2609005
22/06/2024 11:00,1011.2,21,13,60,290,5,3928042800,52.42,0.57,10,3928042800,-5.39469183,13869.9821,2004.217172,-1976.517995,52.237111,0.144343,1,98,0.98,18,1.8,[ 0.93969262 -0.34202014],[0.34202014 0.93969262],304.4572682,-929.7290009,-324.6810863,-696.2808366,,481.872893,2004.51395,,,,,,978.3098912,768.2609005
22/06/2024 12:00,1011.5,20,11,54,280,4,3928046400,52.42,0.57,10,3928046400,-5.973806852,13466.21413,2000.774511,-1976.521438,52.237111,0.144343,1,98,0.98,18,1.8,[ 0.98480775 -0.17364818],[0.17364818 0.98480775],138.3861314,-968.4727781,-440.6563495,-629.3224872,,480.7867463,2003.938652,,,,,,978.3098912,768.2609005
22/06/2024 13:00,1011.9,23,12,50,280,5,3928050000,52.42,0.57,10,3928050000,-5.719833312,13276.87662,2007.6876,-1976.514525,52.237111,0.144343,1,98,0.98,18,1.8,[ 0.98480775 -0.17364818],[0.17364818 0.98480775],138.3861314,-968.4727781,-440.6563495,-629.3224872,,479.7467766,2004.515413,,,,,,978.3098912,768.2609005
22/06/2024 14:00,1011.9,23,11,46,270,4,3928053600,52.42,0.57,10,3928053600,-6.664955813,12890.49659,2004.949796,-1976.517263,52.237111,0.144343,1,98,0.98,18,1.8,[1.0000000e+00 1.8369702e-16],[-1.8369702e-16  1.0000000e+00],-31.88979789,-977.79,-543.2424924,-543.2424924,,478.5349665,2004.582241,,,,,,978.3098912,768.2609005
22/06/2024 15:00,1011.9,23,10,44,270,5,3928057200,52.42,0.57,10,3928057200,-5.838707983,11958.83547,2000.049521,-1976.522163,52.237111,0.144343,1,98,0.98,18,1.8,[1.0000000e+00 1.8369702e-16],[-1.8369702e-16  1.0000000e+00],-31.88979789,-977.79,-543.2424924,-543.2424924,,477.4733832,2003.8849,,,,,,978.3098912,768.2609005
22/06/2024 16:00,,,,,,,3928060800,,,,3928060800,-5.208100711,10878.27998,1998.065239,-1976.524147,52.237111,0.144343,2,61,0.91,12,1.1,[nan nan],[nan nan],,,,,,476.5264558,2002.989567,,,,,,0,0
22/06/2024 17:00,1012.5,23,9,42,280,6,3928064400,52.42,0.57,10,3928064400,-4.688903209,10392.75337,1998.443021,-1976.523769,52.237111,0.144343,2,61,0.91,12,1.1,[ 0.98480775 -0.17364818],[0.17364818 0.98480775],138.3861314,-968.4727781,-440.6563495,-629.3224872,,475.673928,2002.290099,,,,,,978.3098912,768.2609005
22/06/2024 18:00,1013.2,22,9,44,270,4,3928068000,52.42,0.57,10,3928068000,-4.223464553,10152.31015,1995.269982,-1976.526942,52.237111,0.144343,1,98,0.98,18,1.8,[1.0000000e+00 1.8369702e-16],[-1.8369702e-16  1.0000000e+00],-31.88979789,-977.79,-543.2424924,-543.2424924,,474.9060253,2001.210081,,,,,,978.3098912,768.2609005
22/06/2024 19:00,1013.6,19,9,54,250,3,3928071600,52.42,0.57,10,3928071600,-3.070347136,10583.55865,1997.867248,-1976.524345,52.237111,0.144343,4,21,0.75,6,0.54,[0.93969262 0.34202014],[-0.34202014  0.93969262],-364.3904837,-907.9150944,-696.2808366,-324.6810863,,474.3477804,2000.695799,,,,,,978.3098912,768.2609005
22/06/2024 20:00,1014.6,16,9,61,240,4,3928075200,52.42,0.57,10,3928075200,-2.621623003,10885.68448,2014.855646,-1976.507357,52.237111,0.144343,4,21,0.75,6,0.54,[0.8660254 0.5      ],[-0.5        0.8660254],-516.5123751,-830.8460806,-742.0830451,-198.8405526,,473.8711217,2002.874237,,,,,,978.3098912,768.2609005
22/06/2024 21:00,1014.9,15,9,68,0,0,3928078800,52.42,0.57,10,3928078800,0.450446827,11204.16422,2018.963567,-1976.503249,52.237111,0.144343,3,32,0.81,8,0.72,[-0. -1.],[ 1. -0.],977.79,-31.88979789,543.2424924,-543.2424924,0j,473.9530211,2005.349518,706004985.8,64.04691243,2.408034941,-3.112190426,1.999328751,978.3098912,768.2609005
22/06/2024 22:00,1015.6,14,9,73,230,3,3928082400,52.42,0.57,10,3928082400,5.895676137,11612.8334,2017.184375,-1976.505028,52.237111,0.144343,4,21,0.75,6,0.54,[0.76604444 0.64278761],[-0.64278761  0.76604444],-652.9402993,-728.5322291,-765.3374358,-66.9583494,,475.0249622,2007.170265,,,,,,978.3098912,768.2609005
22/06/2024 23:00,1015.9,13,9,76,220,2,3928086000,52.42,0.57,10,3928086000,6.278564036,12061.16542,2026.882293,-1976.49533,52.237111,0.144343,4,21,0.75,6,0.54,[0.64278761 0.76604444],[-0.76604444  0.64278761],-769.528963,-604.0822944,-765.3374358,66.9583494,,476.1665193,2010.202885,,,,,,978.3098912,768.2609005
23/06/2024 00:00,1015.9,12,9,80,230,3,3928089600,52.42,0.57,10,3928089600,6.629310628,12155.40546,2040.691195,-1976.481521,52.237111,0.144343,4,21,0.75,6,0.54,[0.76604444 0.64278761],[-0.64278761  0.76604444],-652.9402993,-728.5322291,-765.3374358,-66.9583494,,477.3718485,2014.893394,,,,,,978.3098912,768.2609005
23/06/2024 01:00,1016.3,13,9,79,0,0,3928093200,52.42,0.57,10,3928093200,10.50302734,12202.51552,2049.03433,-1976.473178,52.237111,0.144343,3,32,0.81,8,0.72,[-0. -1.],[ 1. -0.],977.79,-31.88979789,543.2424924,-543.2424924,0j,479.2814898,2020.145846,543032256.2,64.04691243,2.408034941,-3.112190426,1.999328751,978.3098912,768.2609005
23/06/2024 02:00,1016.6,12,9,80,0,0,3928096800,52.42,0.57,10,3928096800,18.30897448,12198.75415,2064.30903,-1976.457903,52.237111,0.144343,3,32,0.81,8,0.72,[-0. -1.],[ 1. -0.],977.79,-31.88979789,543.2424924,-543.2424924,0j,482.6103943,2026.940182,459488832.2,64.04691243,2.408034941,-3.112190426,1.999328751,978.3098912,768.2609005
23/06/2024 03:00,1017.3,11,9,84,0,0,3928100400,52.42,0.57,10,3928100400,24.05394199,12078.29754,2070.877322,-1976.451335,52.237111,0.144343,3,32,0.81,8,0.72,[-0. -1.],[ 1. -0.],977.79,-31.88979789,543.2424924,-543.2424924,0j,486.9838383,2033.699742,388798242.6,64.04691243,2.408034941,-3.112190426,1.999328751,978.3098912,768.2609005
23/06/2024 04:00,1017.6,12,10,88,240,3,3928104000,52.42,0.57,10,3928104000,25.34841896,11973.68879,2077.501004,-1976.444711,52.237111,0.144343,4,21,0.75,6,0.54,[0.8660254 0.5      ],[-0.5        0.8660254],-516.5123751,-830.8460806,-742.0830451,-198.8405526,,491.5926417,2040.438398,,,,,,978.3098912,768.2609005
23/06/2024 05:00,1018,14,10,79,230,2,3928107600,52.42,0.57,10,3928107600,23.37340923,11933.44064,2088.779332,-1976.433433,52.237111,0.144343,4,21,0.75,6,0.54,[0.76604444 0.64278761],[-0.64278761  0.76604444],-652.9402993,-728.5322291,-765.3374358,-66.9583494,,495.8423525,2047.875464,,,,,,978.3098912,768.2609005
23/06/2024 06:00,1018.3,17,11,71,280,2,3928111200,52.42,0.57,10,3928111200,13.91927184,12179.69935,2089.019521,-1976.433193,52.237111,0.144343,1,98,0.98,18,1.8,[ 0.98480775 -0.17364818],[0.17364818 0.98480775],138.3861314,-968.4727781,-440.6563495,-629.3224872,,498.3731292,2054.205319,,,,,,978.3098912,768.2609005
23/06/2024 07:00,1018.3,18,11,67,300,3,3928114800,52.42,0.57,10,3928114800,2.391656241,12725.33506,2084.072465,-1976.43814,52.237111,0.144343,1,98,0.98,18,1.8,[ 0.8660254 -0.5      ],[0.5       0.8660254],461.2776249,-862.7358785,-198.8405526,-742.0830451,(-7154087474265951+0j),498.8079758,2058.800265,90054403893,75.52370942,-5.736869893,-10.41822616,1.00E-10,978.3098912,768.2609005
23/06/2024 08:00,1018.6,18,12,64,230,2,3928118400,52.42,0.57,10,3928118400,-9.850339144,13223.0914,2058.507628,-1976.463705,52.237111,0.144343,1,98,0.98,18,1.8,[0.76604444 0.64278761],[-0.64278761  0.76604444],-652.9402993,-728.5322291,-765.3374358,-66.9583494,,497.017005,2058.755244,,,,,,978.3098912,768.2609005
23/06/2024 09:00,1019,20,12,60,260,4,3928122000,52.42,0.57,10,3928122000,-15.66378942,13582.01726,2017.103365,-1976.505109,52.237111,0.144343,1,98,0.98,18,1.8,[0.98480775 0.17364818],[-0.17364818  0.98480775],-201.1967718,-957.3975675,-629.3224872,-440.6563495,,494.1690433,2052.347262,,,,,,978.3098912,768.2609005
23/06/2024 10:00,1019,22,13,57,280,3,3928125600,52.42,0.57,10,3928125600,-14.7103994,13584.86478,2016.984688,-1976.505228,52.237111,0.144343,1,98,0.98,18,1.8,[ 0.98480775 -0.17364818],[0.17364818 0.98480775],138.3861314,-968.4727781,-440.6563495,-629.3224872,,491.4944253,2046.906866,,,,,,978.3098912,768.2609005
23/06/2024 11:00,1019,23,13,53,0,0,3928129200,52.42,0.57,10,3928129200,-14.28420589,13525.27176,2018.037286,-1976.504175,52.237111,0.144343,0,170,1.09,24,2.5,[-0. -1.],[ 1. -0.],977.79,-31.88979789,543.2424924,-543.2424924,0j,488.8972969,2042.465392,69266431700,203.0180759,0.759672272,-0.981814977,1.552343108,978.3098912,768.2609005
23/06/2024 12:00,1019,23,13,52,270,2,3928132800,52.42,0.57,10,3928132800,-13.31929031,14143.19685,2015.829432,-1976.506383,52.237111,0.144343,1,98,0.98,18,1.8,[1.0000000e+00 1.8369702e-16],[-1.8369702e-16  1.0000000e+00],-31.88979789,-977.79,-543.2424924,-543.2424924,,486.4756078,2038.367552,,,,,,978.3098912,768.2609005
23/06/2024 13:00,1019,23,13,54,300,2,3928136400,52.42,0.57,10,3928136400,-12.09948121,14369.58157,2013.229653,-1976.508983,52.237111,0.144343,1,98,0.98,18,1.8,[ 0.8660254 -0.5      ],[0.5       0.8660254],461.2776249,-862.7358785,-198.8405526,-742.0830451,(-4769562431085277+0j),484.2757021,2034.500183,72656703224,75.52370942,-5.736869893,-10.41822616,1.00E-10,978.3098912,768.2609005
23/06/2024 14:00,1018.6,24,14,53,320,3,3928140000,52.42,0.57,10,3928140000,-10.84923771,14512.20095,2012.804467,-1976.509408,52.237111,0.144343,1,98,0.98,18,1.8,[ 0.64278761 -0.76604444],[0.76604444 0.64278761],728.5322291,-652.9402993,66.9583494,-765.3374358,(-2718667531.7454576+0j),482.3031134,2031.162381,61478756547,113.8395544,-2.502836729,-5.6085533,0.000400816,978.3098912,768.2609005
23/06/2024 15:00,1018.6,24,14,51,270,3,3928143600,52.42,0.57,10,3928143600,-10.4311564,14606.46605,2009.035007,-1976.513177,52.237111,0.144343,1,98,0.98,18,1.8,[1.0000000e+00 1.8369702e-16],[-1.8369702e-16  1.0000000e+00],-31.88979789,-977.79,-543.2424924,-543.2424924,,480.4065395,2027.758169,,,,,,978.3098912,768.2609005
23/06/2024 16:00,1018.3,24,13,52,0,0,3928147200,52.42,0.57,10,3928147200,-7.877433023,14698.58885,2020.482616,-1976.50173,52.237111,0.144343,0,170,1.09,24,2.5,[-0. -1.],[ 1. -0.],977.79,-31.88979789,543.2424924,-543.2424924,0j,478.974279,2026.638853,50604962872,203.0180759,0.759672272,-0.981814977,1.552343108,978.3098912,768.2609005
23/06/2024 17:00,1018.6,23,14,54,0,0,3928150800,52.42,0.57,10,3928150800,-7.041586806,14507.61433,2012.52034,-1976.509692,52.237111,0.144343,0,170,1.09,24,2.5,[-0. -1.],[ 1. -0.],977.79,-31.88979789,543.2424924,-543.2424924,0j,477.6939905,2024.466774,42819583969,203.0180759,0.759672272,-0.981814977,1.552343108,978.3098912,768.2609005
23/06/2024 18:00,1018.6,24,14,52,0,0,3928154400,52.42,0.57,10,3928154400,-7.542309263,14714.88704,2010.802729,-1976.51141,52.237111,0.144343,0,170,1.09,24,2.5,[-0. -1.],[ 1. -0.],977.79,-31.88979789,543.2424924,-543.2424924,0j,476.3226615,2022.364614,36231955666,203.0180759,0.759672272,-0.981814977,1.552343108,978.3098912,768.2609005
23/06/2024 19:00,1019,23,14,55,0,0,3928158000,52.42,0.57,10,3928158000,-6.965179597,14728.96403,2005.045378,-1976.517167,52.237111,0.144343,3,32,0.81,8,0.72,[-0. -1.],[ 1. -0.],977.79,-31.88979789,543.2424924,-543.2424924,0j,475.0562652,2019.700116,30657808640,64.04691243,2.408034941,-3.112190426,1.999328751,978.3098912,768.2609005
23/06/2024 20:00,1019.3,19,14,76,40,2,3928161600,52.42,0.57,10,3928161600,-4.869877243,14783.08461,2006.679279,-1976.515533,52.237111,0.144343,4,21,0.75,6,0.54,[-0.64278761 -0.76604444],[ 0.76604444 -0.64278761],769.528963,604.0822944,765.3374358,-66.9583494,(-2265542664219771.5+0j),474.170833,2017.69691,31249765563,38.51268268,15.68125979,6.501078971,1.00E-10,978.3098912,768.2609005
